"tick","Infected Count","Healthy Count","Dead Count"
1360.0,0,133,808
1361.0,0,133,808
1362.0,0,133,808
1363.0,0,133,808
1364.0,0,133,808
1365.0,0,133,808
1366.0,0,133,808
1367.0,0,133,808
1368.0,0,133,808
1369.0,0,133,808
1370.0,0,133,808
1371.0,0,133,808
1372.0,0,133,808
1373.0,0,133,808
1374.0,0,133,808
1375.0,0,133,808
1376.0,0,133,808
1377.0,0,133,808
1378.0,0,133,808
1379.0,0,133,808
1380.0,0,133,808
1381.0,0,133,808
1382.0,0,133,808
1383.0,0,133,808
1384.0,0,133,808
1385.0,0,133,808
1386.0,0,133,808
1387.0,0,133,808
1388.0,0,133,808
1389.0,0,133,808
1390.0,0,133,808
1391.0,0,133,808
1392.0,0,133,808
1393.0,0,133,808
1394.0,0,133,808
1395.0,0,133,808
1396.0,0,133,808
1397.0,0,133,808
1398.0,0,133,808
1399.0,0,133,808
1400.0,0,133,808
1401.0,0,133,808
1402.0,0,133,808
1403.0,0,133,808
1404.0,0,133,808
1405.0,0,133,808
1406.0,0,133,808
1407.0,0,133,808
1408.0,0,133,808
1409.0,0,133,808
1410.0,0,133,808
1411.0,0,133,808
1412.0,0,133,808
1413.0,0,133,808
1414.0,0,133,808
1415.0,0,133,808
1416.0,0,133,808
1417.0,0,133,808
1418.0,0,133,808
1419.0,0,133,808
1420.0,0,133,808
1421.0,0,133,808
1422.0,0,133,808
1423.0,0,133,808
1424.0,0,133,808
1425.0,0,133,808
1426.0,0,133,808
1427.0,0,133,808
1428.0,0,133,808
1429.0,0,133,808
1430.0,0,133,808
1431.0,0,133,808
1432.0,0,133,808
1433.0,0,133,808
1434.0,0,133,808
1435.0,0,133,808
1436.0,0,133,808
1437.0,0,133,808
1438.0,0,133,808
1439.0,0,133,808
1440.0,0,133,808
1441.0,0,133,808
1442.0,0,133,808
1443.0,0,133,808
1444.0,0,133,808
1445.0,0,133,808
1446.0,0,133,808
1447.0,0,133,808
1448.0,0,133,808
1449.0,0,133,808
1450.0,0,133,808
1451.0,0,133,808
1452.0,0,133,808
1453.0,0,133,808
1454.0,0,133,808
1455.0,0,133,808
1456.0,0,133,808
1457.0,0,133,808
1458.0,0,133,808
1459.0,0,133,808
1460.0,0,133,808
1461.0,0,133,808
1462.0,0,133,808
1463.0,0,133,808
1464.0,0,133,808
1465.0,0,133,808
1466.0,0,133,808
1467.0,0,133,808
1468.0,0,133,808
1469.0,0,133,808
1470.0,0,133,808
1471.0,0,133,808
1472.0,0,133,808
1473.0,0,133,808
1474.0,0,133,808
1475.0,0,133,808
1476.0,0,133,808
1477.0,0,133,808
1478.0,0,133,808
1479.0,0,133,808
1480.0,0,133,808
1481.0,0,133,808
1482.0,0,133,808
1483.0,0,133,808
1484.0,0,133,808
1485.0,0,133,808
1486.0,0,133,808
1487.0,0,133,808
1488.0,0,133,808
1489.0,0,133,808
1490.0,0,133,808
1491.0,0,133,808
1492.0,0,133,808
1493.0,0,133,808
1494.0,0,133,808
1495.0,0,133,808
1496.0,0,133,808
1497.0,0,133,808
1498.0,0,133,808
1499.0,0,133,808
1500.0,0,133,808
1501.0,0,133,808
1502.0,0,133,808
1503.0,0,133,808
1504.0,0,133,808
1505.0,0,133,808
1506.0,0,133,808
1507.0,0,133,808
1508.0,0,133,808
1509.0,0,133,808
1510.0,0,133,808
1511.0,0,133,808
1512.0,0,133,808
1513.0,0,133,808
1514.0,0,133,808
1515.0,0,133,808
1516.0,0,133,808
1517.0,0,133,808
1518.0,0,133,808
1519.0,0,133,808
1520.0,0,133,808
1521.0,0,133,808
1522.0,0,133,808
1523.0,0,133,808
1524.0,0,133,808
1525.0,0,133,808
1526.0,0,133,808
1527.0,0,133,808
1528.0,0,133,808
1529.0,0,133,808
1530.0,0,133,808
1531.0,0,133,808
1532.0,0,133,808
1533.0,0,133,808
1534.0,0,133,808
1535.0,0,133,808
1536.0,0,133,808
1537.0,0,133,808
1538.0,0,133,808
1539.0,0,133,808
1540.0,0,133,808
1541.0,0,133,808
1542.0,0,133,808
1543.0,0,133,808
1544.0,0,133,808
1545.0,0,133,808
1546.0,0,133,808
1547.0,0,133,808
1548.0,0,133,808
1549.0,0,133,808
1550.0,0,133,808
1551.0,0,133,808
1552.0,0,133,808
1553.0,0,133,808
1554.0,0,133,808
1555.0,0,133,808
1556.0,0,133,808
1557.0,0,133,808
1558.0,0,133,808
1559.0,0,133,808
1560.0,0,133,808
1561.0,0,133,808
1562.0,0,133,808
1563.0,0,133,808
1564.0,0,133,808
1565.0,0,133,808
1566.0,0,133,808
1567.0,0,133,808
1568.0,0,133,808
1569.0,0,133,808
1570.0,0,133,808
1571.0,0,133,808
1572.0,0,133,808
1573.0,0,133,808
1574.0,0,133,808
1575.0,0,133,808
1576.0,0,133,808
1577.0,0,133,808
1578.0,0,133,808
1579.0,0,133,808
1580.0,0,133,808
1581.0,0,133,808
1582.0,0,133,808
1583.0,0,133,808
1584.0,0,133,808
1585.0,0,133,808
1586.0,0,133,808
1587.0,0,133,808
1588.0,0,133,808
1589.0,0,133,808
1590.0,0,133,808
1591.0,0,133,808
1592.0,0,133,808
1593.0,0,133,808
1594.0,0,133,808
1595.0,0,133,808
1596.0,0,133,808
1597.0,0,133,808
1598.0,0,133,808
1599.0,0,133,808
1600.0,0,133,808
1601.0,0,133,808
1602.0,0,133,808
1603.0,0,133,808
1604.0,0,133,808
1605.0,0,133,808
1606.0,0,133,808
1607.0,0,133,808
1608.0,0,133,808
1609.0,0,133,808
1610.0,0,133,808
1611.0,0,133,808
1612.0,0,133,808
1613.0,0,133,808
1614.0,0,133,808
1615.0,0,133,808
1616.0,0,133,808
1617.0,0,133,808
1618.0,0,133,808
1619.0,0,133,808
1620.0,0,133,808
1621.0,0,133,808
1622.0,0,133,808
1623.0,0,133,808
1624.0,0,133,808
1625.0,0,133,808
1626.0,0,133,808
1627.0,0,133,808
1628.0,0,133,808
1629.0,0,133,808
1630.0,0,133,808
1631.0,0,133,808
1632.0,0,133,808
1633.0,0,133,808
1634.0,0,133,808
1635.0,0,133,808
1636.0,0,133,808
1637.0,0,133,808
1638.0,0,133,808
1639.0,0,133,808
1640.0,0,133,808
1641.0,0,133,808
1642.0,0,133,808
1643.0,0,133,808
1644.0,0,133,808
1645.0,0,133,808
1646.0,0,133,808
1647.0,0,133,808
1648.0,0,133,808
1649.0,0,133,808
1650.0,0,133,808
1651.0,0,133,808
1652.0,0,133,808
1653.0,0,133,808
1654.0,0,133,808
1655.0,0,133,808
1656.0,0,133,808
1657.0,0,133,808
1658.0,0,133,808
1659.0,0,133,808
1660.0,0,133,808
1661.0,0,133,808
1662.0,0,133,808
1663.0,0,133,808
1664.0,0,133,808
1665.0,0,133,808
1666.0,0,133,808
1667.0,0,133,808
1668.0,0,133,808
1669.0,0,133,808
1670.0,0,133,808
1671.0,0,133,808
1672.0,0,133,808
1673.0,0,133,808
1674.0,0,133,808
1675.0,0,133,808
1676.0,0,133,808
1677.0,0,133,808
1678.0,0,133,808
1679.0,0,133,808
1680.0,0,133,808
1681.0,0,133,808
1682.0,0,133,808
1683.0,0,133,808
1684.0,0,133,808
1685.0,0,133,808
1686.0,0,133,808
1687.0,0,133,808
1688.0,0,133,808
1689.0,0,133,808
1690.0,0,133,808
1691.0,0,133,808
1692.0,0,133,808
1693.0,0,133,808
1694.0,0,133,808
1695.0,0,133,808
1696.0,0,133,808
1697.0,0,133,808
1698.0,0,133,808
1699.0,0,133,808
1700.0,0,133,808
1701.0,0,133,808
1702.0,0,133,808
1703.0,0,133,808
1704.0,0,133,808
1705.0,0,133,808
1706.0,0,133,808
1707.0,0,133,808
1708.0,0,133,808
1709.0,0,133,808
1710.0,0,133,808
1711.0,0,133,808
1712.0,0,133,808
1713.0,0,133,808
1714.0,0,133,808
1715.0,0,133,808
1716.0,0,133,808
1717.0,0,133,808
1718.0,0,133,808
1719.0,0,133,808
1720.0,0,133,808
1721.0,0,133,808
1722.0,0,133,808
1723.0,0,133,808
1724.0,0,133,808
1725.0,0,133,808
1726.0,0,133,808
1727.0,0,133,808
1728.0,0,133,808
1729.0,0,133,808
1730.0,0,133,808
1731.0,0,133,808
1732.0,0,133,808
1733.0,0,133,808
1734.0,0,133,808
1735.0,0,133,808
1736.0,0,133,808
1737.0,0,133,808
1738.0,0,133,808
1739.0,0,133,808
1740.0,0,133,808
1741.0,0,133,808
1742.0,0,133,808
1743.0,0,133,808
1744.0,0,133,808
1745.0,0,133,808
1746.0,0,133,808
1747.0,0,133,808
1748.0,0,133,808
1749.0,0,133,808
1750.0,0,133,808
1751.0,0,133,808
1752.0,0,133,808
